Order ID,Product,Quantity Ordered,Price Each,Date,Address,
183217,Samsung USB Type-C to Type-Ce-C,1,12,4/24/2019,"860 13th St, San Francisco, CA 94016",
183217,USB-C to Lightning Cable,1,15,4/24/2019,"860 13th St, San Francisco, CA 94016",
183218,Anker Soundcore Life 2 Neo,1,150,4/29/2019,"445 4th St, Austin, TX 73301",
183218,AA Batteries (4-pack),1,4,4/29/2019,"445 4th St, Austin, TX 73301",
183219,Samsung USB Type-C to Type-Ce-C,1,12,4/16/2019,"794 10th St, Atlanta, GA 30301",
183220,iPhone 14 Pro Max,1,700,4/17/2019,"313 Church St, New York City, NY 10001",
183220,USB-C to Lightning Cable,1,15,4/17/2019,"313 Church St, New York City, NY 10001",
183221,USB-C to Lightning Cable,1,15,4/15/2019,"941 Washington St, Atlanta, GA 30301",
183222,24-inch Monitor,1,380,4/4/2019,"141 Lincoln St, Atlanta, GA 30301",
183223,20in Monitor,1,110,4/14/2019,"729 12th St, San Francisco, CA 94016",
183224,Samsung USB Type-C to Type-Ce-C,1,12,4/12/2019,"601 Main St, San Francisco, CA 94016",
183225,USB-C to Lightning Cable,1,15,4/1/2019,"515 Wilson St, Austin, TX 73301",
183226,Wired Headphones,1,12,4/16/2019,"801 Church St, Atlanta, GA 30301",
183227,Samsung USB Type-C to Type-Ce-C,1,12,4/21/2019,"575 12th St, San Francisco, CA 94016",
183228,AAA Batteries (4-pack),2,3,4/7/2019,"34 Chestnut St, Portland, OR 97035",
183229,Samsung USB Type-C to Type-Ce-C,3,12,4/20/2019,"691 Park St, Los Angeles, CA 90001",
183230,Google Pixel 8 Pro,1,600,4/4/2019,"528 South St, San Francisco, CA 94016",
183230,Bose SoundSport Headphones,1,100,4/4/2019,"528 South St, San Francisco, CA 94016",
183231,USB-C to Lightning Cable,1,15,4/12/2019,"826 Cedar St, San Francisco, CA 94016",
183232,24-inch Monitor,1,380,4/7/2019,"98 Forest St, Dallas, TX 75001",
183233,iPhone 14 Pro Max,1,700,4/24/2019,"535 Center St, San Francisco, CA 94016",
183234,Wired Headphones,1,12,4/26/2019,"618 Hill St, Dallas, TX 75001",
183235,AA Batteries (4-pack),1,4,4/11/2019,"292 9th St, Austin, TX 73301",
183236,AAA Batteries (4-pack),1,3,4/15/2019,"906 Wilson St, Los Angeles, CA 90001",
183237,24-inch Monitor,1,380,4/14/2019,"640 South St, Seattle, WA 98101",
183238,Wired Headphones,1,12,4/15/2019,"860 West St, San Francisco, CA 94016",
183239,27in 4K Gaming Monitor,1,390,4/18/2019,"717 Forest St, Seattle, WA 98101",
183240,AA Batteries (4-pack),1,4,4/16/2019,"832 14th St, San Francisco, CA 94016",
183241,AA Batteries (4-pack),1,4,4/10/2019,"110 Jackson St, San Francisco, CA 94016",
183242,Samsung USB Type-C to Type-Ce-C,1,12,4/27/2019,"101 12th St, San Francisco, CA 94016",
183243,AAA Batteries (4-pack),1,3,4/14/2019,"970 Lakeview St, San Francisco, CA 94016",
183244,Samsung USB Type-C to Type-Ce-C,1,12,4/5/2019,"677 Meadow St, San Francisco, CA 94016",
183245,USB-C to Lightning Cable,1,15,4/18/2019,"7 2nd St, San Francisco, CA 94016",
183246,Samsung USB Type-C to Type-Ce-C,1,12,4/29/2019,"465 8th St, Los Angeles, CA 90001",
183247,Bose SoundSport Headphones,1,100,4/21/2019,"170 Maple St, Seattle, WA 98101",
183248,Flatscreen TV,1,300,4/11/2019,"340 11th St, New York City, NY 10001",
183249,AA Batteries (4-pack),1,4,4/26/2019,"177 5th St, Austin, TX 73301",
183250,Flatscreen TV,1,300,4/20/2019,"769 12th St, San Francisco, CA 94016",
183251,Wired Headphones,1,12,4/14/2019,"691 1st St, Los Angeles, CA 90001",
183252,Wired Headphones,1,12,4/4/2019,"778 Adams St, Los Angeles, CA 90001",
183253,AA Batteries (4-pack),2,4,4/1/2019,"61 Hickory St, San Francisco, CA 94016",
183254,Wired Headphones,1,12,4/29/2019,"751 Main St, Dallas, TX 75001",
183255,Samsung USB Type-C to Type-Ce-C,1,12,4/10/2019,"64 West St, Boston, MA 02215",
183256,LG Washing Machine,1,600,4/27/2019,"17 Pine St, Dallas, TX 75001",
183257,MacBook Pro M2,1,1700,4/27/2019,"910 5th St, Los Angeles, CA 90001",
183258,AAA Batteries (4-pack),2,3,4/27/2019,"15 River St, Portland, OR 97035",
183259,Samsung USB Type-C to Type-Ce-C,2,12,4/21/2019,"243 Lincoln St, Seattle, WA 98101",
183260,AA Batteries (4-pack),1,4,4/28/2019,"159 4th St, San Francisco, CA 94016",
183261,AAA Batteries (4-pack),1,3,4/30/2019,"190 Jefferson St, New York City, NY 10001",
183262,USB-C to Lightning Cable,1,15,4/12/2019,"280 6th St, Portland, OR 97035",
183263,20in Monitor,1,110,4/23/2019,"63 Center St, Los Angeles, CA 90001",
183264,Galaxy S23 Ultra,1,400,4/28/2019,"575 Park St, San Francisco, CA 94016",
183265,AA Batteries (4-pack),2,4,4/14/2019,"113 Park St, Boston, MA 02215",
183266,HP ProBook 450 Notebook,1,1000,4/12/2019,"304 Elm St, Los Angeles, CA 90001",
183267,USB-C to Lightning Cable,1,15,4/26/2019,"400 Wilson St, Seattle, WA 98101",
183268,AA Batteries (4-pack),1,4,4/30/2019,"203 Adams St, Dallas, TX 75001",
183269,Bose SoundSport Headphones,1,100,4/14/2019,"847 14th St, Seattle, WA 98101",
183270,iPhone 14 Pro Max,1,700,4/2/2019,"80 Cedar St, New York City, NY 10001",
183271,27in FHD Monitor,1,150,4/27/2019,"155 13th St, Portland, OR 97035",
183272,AAA Batteries (4-pack),1,3,4/18/2019,"801 Washington St, Atlanta, GA 30301",
183273,AA Batteries (4-pack),2,4,4/17/2019,"294 Sunset St, Atlanta, GA 30301",
183274,iPhone 14 Pro Max,1,700,4/5/2019,"336 13th St, Dallas, TX 75001",
183275,27in FHD Monitor,1,150,4/17/2019,"757 Maple St, Seattle, WA 98101",
183276,USB-C to Lightning Cable,1,15,4/6/2019,"438 5th St, Boston, MA 02215",
183277,USB-C to Lightning Cable,1,15,4/21/2019,"944 12th St, Dallas, TX 75001",
183278,Google Pixel 8 Pro,1,600,4/20/2019,"278 6th St, New York City, NY 10001",
183279,AAA Batteries (4-pack),1,3,4/15/2019,"706 Lake St, Austin, TX 73301",
183280,USB-C to Lightning Cable,1,15,4/21/2019,"621 Jefferson St, Los Angeles, CA 90001",
183281,USB-C to Lightning Cable,1,15,4/29/2019,"69 Highland St, Portland, OR 97035",
183282,USB-C to Lightning Cable,1,15,4/30/2019,"349 Park St, Los Angeles, CA 90001",
183283,Bose SoundSport Headphones,1,100,4/16/2019,"215 Lakeview St, Atlanta, GA 30301",
183284,AA Batteries (4-pack),3,4,4/8/2019,"527 Hickory St, Dallas, TX 75001",
183285,Samsung USB Type-C to Type-Ce-C,1,12,4/30/2019,"190 Chestnut St, Boston, MA 02215",
183286,HP ProBook 450 Notebook,1,1000,4/18/2019,"327 Ridge St, Boston, MA 02215",
183287,Flatscreen TV,1,300,4/29/2019,"467 Highland St, New York City, NY 10001",
183288,AAA Batteries (4-pack),1,3,4/22/2019,"743 Hickory St, Los Angeles, CA 90001",
183289,USB-C to Lightning Cable,1,15,4/12/2019,"433 Wilson St, Los Angeles, CA 90001",
183290,Bose SoundSport Headphones,1,100,4/18/2019,"230 7th St, Atlanta, GA 30301",
183291,Samsung USB Type-C to Type-Ce-C,1,12,4/9/2019,"797 South St, Dallas, TX 75001",
183292,Wired Headphones,1,12,4/7/2019,"842 Chestnut St, Los Angeles, CA 90001",
183293,AA Batteries (4-pack),1,4,4/27/2019,"959 Sunset St, San Francisco, CA 94016",
183294,AAA Batteries (4-pack),1,3,4/30/2019,"208 Chestnut St, Los Angeles, CA 90001",
183295,AAA Batteries (4-pack),3,3,4/20/2019,"184 14th St, Portland, OR 97035",
183296,iPhone 14 Pro Max,1,700,4/3/2019,"94 Madison St, Seattle, WA 98101",
183297,Anker Soundcore Life 2 Neo,1,150,4/9/2019,"353 Park St, Los Angeles, CA 90001",
183298,Wired Headphones,1,12,4/19/2019,"93 Meadow St, Los Angeles, CA 90001",
183299,USB-C to Lightning Cable,1,15,4/5/2019,"416 Washington St, New York City, NY 10001",
183300,USB-C to Lightning Cable,1,15,4/20/2019,"287 Madison St, Los Angeles, CA 90001",
183301,27in 4K Gaming Monitor,1,390,4/10/2019,"226 Dogwood St, Los Angeles, CA 90001",
183302,AAA Batteries (4-pack),2,3,4/29/2019,"19 North St, San Francisco, CA 94016",
183303,iPhone 14 Pro Max,1,700,4/19/2019,"193 West St, Atlanta, GA 30301",
183304,Bose SoundSport Headphones,1,100,4/26/2019,"902 Cherry St, New York City, NY 10001",
183305,Wired Headphones,1,12,4/25/2019,"931 South St, Boston, MA 02215",
183306,AAA Batteries (4-pack),2,3,4/24/2019,"657 Maple St, Boston, MA 02215",
183307,Wired Headphones,1,12,4/7/2019,"83 Hill St, Austin, TX 73301",
183308,USB-C to Lightning Cable,2,15,4/13/2019,"807 Main St, Los Angeles, CA 90001",
183309,Google Pixel 8 Pro,1,600,4/23/2019,"277 2nd St, New York City, NY 10001",
183310,Google Pixel 8 Pro,1,600,4/22/2019,"89 Dogwood St, San Francisco, CA 94016",
183311,Samsung USB Type-C to Type-Ce-C,1,12,4/17/2019,"680 10th St, San Francisco, CA 94016",
183312,AA Batteries (4-pack),1,4,4/5/2019,"505 Ridge St, San Francisco, CA 94016",
183313,Wired Headphones,1,12,4/15/2019,"223 Jackson St, New York City, NY 10001",
183314,Samsung USB Type-C to Type-Ce-C,1,12,4/13/2019,"354 Pine St, Los Angeles, CA 90001",
183315,Google Pixel 8 Pro,1,600,4/29/2019,"312 9th St, Atlanta, GA 30301",
183315,Samsung USB Type-C to Type-Ce-C,1,12,4/29/2019,"312 9th St, Atlanta, GA 30301",
183316,Samsung USB Type-C to Type-Ce-C,1,12,4/13/2019,"787 Hickory St, Los Angeles, CA 90001",
183317,Anker Soundcore Life 2 Neo,1,150,4/16/2019,"325 Lake St, Boston, MA 02215",
183318,AA Batteries (4-pack),2,4,4/3/2019,"439 2nd St, Los Angeles, CA 90001",
183319,Wired Headphones,1,12,4/5/2019,"99 Dogwood St, San Francisco, CA 94016",
183320,MacBook Pro M2,1,1700,4/23/2019,"151 Highland St, New York City, NY 10001",
183321,Flatscreen TV,1,300,4/5/2019,"608 Ridge St, San Francisco, CA 94016",
183322,27in 4K Gaming Monitor,1,390,4/1/2019,"767 11th St, Boston, MA 02215",
183323,AAA Batteries (4-pack),2,3,4/1/2019,"601 South St, San Francisco, CA 94016",
183324,Anker Soundcore Life 2 Neo,1,150,4/22/2019,"452 Lincoln St, San Francisco, CA 94016",
183325,Galaxy S23 Ultra,1,400,4/27/2019,"555 Adams St, Atlanta, GA 30301",
183325,Samsung USB Type-C to Type-Ce-C,1,12,4/27/2019,"555 Adams St, Atlanta, GA 30301",
183326,Anker Soundcore Life 2 Neo,1,150,4/12/2019,"642 Walnut St, Austin, TX 73301",
183327,Bose SoundSport Headphones,1,100,4/15/2019,"271 Dogwood St, Los Angeles, CA 90001",
183328,20in Monitor,1,110,4/28/2019,"933 11th St, San Francisco, CA 94016",
183329,USB-C to Lightning Cable,1,15,4/3/2019,"97 North St, Los Angeles, CA 90001",
183330,MacBook Pro M2,1,1700,4/18/2019,"197 6th St, San Francisco, CA 94016",
183331,Anker Soundcore Life 2 Neo,1,150,4/18/2019,"888 Sunset St, Austin, TX 73301",
183332,AA Batteries (4-pack),1,4,4/18/2019,"59 West St, Boston, MA 02215",
183333,AA Batteries (4-pack),2,4,4/12/2019,"854 8th St, New York City, NY 10001",
183334,Anker Soundcore Life 2 Neo,1,150,4/13/2019,"450 Hill St, Dallas, TX 75001",
183335,USB-C to Lightning Cable,1,15,4/7/2019,"541 Elm St, Boston, MA 02215",
183336,Samsung USB Type-C to Type-Ce-C,1,12,4/27/2019,"864 South St, Boston, MA 02215",
183337,Samsung USB Type-C to Type-Ce-C,1,12,4/17/2019,"47 Lake St, Los Angeles, CA 90001",
183338,AA Batteries (4-pack),1,4,4/22/2019,"772 Lincoln St, Boston, MA 02215",
183339,Bose SoundSport Headphones,1,100,4/9/2019,"356 Lakeview St, Boston, MA 02215",
183340,AAA Batteries (4-pack),3,3,4/7/2019,"706 Lincoln St, Seattle, WA 98101",
183341,Samsung USB Type-C to Type-Ce-C,1,12,4/8/2019,"464 Church St, San Francisco, CA 94016",
183342,Galaxy S23 Ultra,1,400,4/6/2019,"449 Pine St, Boston, MA 02215",
183342,Wired Headphones,1,12,4/6/2019,"449 Pine St, Boston, MA 02215",
183343,USB-C to Lightning Cable,1,15,4/6/2019,"929 Hickory St, Portland, OR 97035",
183344,AA Batteries (4-pack),1,4,4/10/2019,"967 Chestnut St, Atlanta, GA 30301",
183345,Anker Soundcore Life 2 Neo,1,150,4/20/2019,"107 10th St, San Francisco, CA 94016",
183346,AA Batteries (4-pack),1,4,4/20/2019,"817 River St, New York City, NY 10001",
183347,Samsung USB Type-C to Type-Ce-C,1,12,4/4/2019,"670 Jackson St, New York City, NY 10001",
183348,Bose SoundSport Headphones,1,100,4/30/2019,"869 1st St, San Francisco, CA 94016",
183349,AA Batteries (4-pack),2,4,4/27/2019,"503 Adams St, Los Angeles, CA 90001",
183350,27in FHD Monitor,1,150,4/21/2019,"773 14th St, New York City, NY 10001",
183351,Samsung USB Type-C to Type-Ce-C,1,12,4/3/2019,"41 Dogwood St, San Francisco, CA 94016",
183352,Wired Headphones,1,12,4/11/2019,"635 Main St, New York City, NY 10001",
183353,27in FHD Monitor,1,150,4/20/2019,"993 Highland St, New York City, NY 10001",
183354,Wired Headphones,1,12,4/20/2019,"987 Johnson St, Atlanta, GA 30301",
183355,AA Batteries (4-pack),1,4,4/12/2019,"35 North St, Dallas, TX 75001",
183356,Wired Headphones,1,12,4/18/2019,"588 South St, New York City, NY 10001",
183357,27in 4K Gaming Monitor,1,390,4/25/2019,"475 13th St, Portland, OR 97035",
183358,Flatscreen TV,1,300,4/16/2019,"176 1st St, Atlanta, GA 30301",
183359,Samsung USB Type-C to Type-Ce-C,1,12,4/3/2019,"199 11th St, Austin, TX 73301",
183360,USB-C to Lightning Cable,1,15,4/15/2019,"25 Jefferson St, Los Angeles, CA 90001",
183361,iPhone 14 Pro Max,1,700,4/12/2019,"912 5th St, Boston, MA 02215",
183361,USB-C to Lightning Cable,1,15,4/12/2019,"912 5th St, Boston, MA 02215",
183361,Anker Soundcore Life 2 Neo,1,150,4/12/2019,"912 5th St, Boston, MA 02215",
183362,Anker Soundcore Life 2 Neo,1,150,4/1/2019,"97 4th St, Boston, MA 02215",
183363,MacBook Pro M2,1,1700,4/21/2019,"120 Wilson St, Austin, TX 73301",
183364,27in 4K Gaming Monitor,1,390,4/5/2019,"130 Johnson St, Austin, TX 73301",
183365,AA Batteries (4-pack),1,4,4/4/2019,"320 Adams St, Seattle, WA 98101",
183366,20in Monitor,1,110,4/30/2019,"321 Hill St, Atlanta, GA 30301",
183367,20in Monitor,1,110,4/20/2019,"727 Dogwood St, Portland, OR 97035",
183368,USB-C to Lightning Cable,1,15,4/12/2019,"475 Elm St, Atlanta, GA 30301",
183369,20in Monitor,1,110,4/23/2019,"538 West St, Seattle, WA 98101",
183370,AA Batteries (4-pack),1,4,4/24/2019,"550 6th St, Los Angeles, CA 90001",
183371,Samsung USB Type-C to Type-Ce-C,1,12,4/18/2019,"144 West St, Los Angeles, CA 90001",
183372,Bose SoundSport Headphones,1,100,4/16/2019,"903 North St, New York City, NY 10001",
183373,iPhone 14 Pro Max,1,700,4/9/2019,"216 4th St, Portland, ME 04101",
183374,24-inch Monitor,1,380,4/24/2019,"483 Wilson St, Boston, MA 02215",
183375,Anker Soundcore Life 2 Neo,1,150,4/28/2019,"375 Walnut St, Dallas, TX 75001",
183376,iPhone 14 Pro Max,1,700,4/13/2019,"638 Forest St, San Francisco, CA 94016",
183377,USB-C to Lightning Cable,1,15,4/25/2019,"17 Walnut St, Seattle, WA 98101",
183378,27in 4K Gaming Monitor,1,390,4/20/2019,"280 Spruce St, New York City, NY 10001",
183379,MacBook Pro M2,1,1700,4/18/2019,"553 12th St, San Francisco, CA 94016",
183380,Wired Headphones,1,12,4/21/2019,"157 Jefferson St, Atlanta, GA 30301",
183381,USB-C to Lightning Cable,1,15,4/17/2019,"160 Hill St, Los Angeles, CA 90001",
183382,Bose SoundSport Headphones,1,100,4/8/2019,"854 Cherry St, New York City, NY 10001",
183383,iPhone 14 Pro Max,1,700,4/16/2019,"696 Jackson St, Los Angeles, CA 90001",
183383,24-inch Monitor,1,380,4/16/2019,"696 Jackson St, Los Angeles, CA 90001",
183384,Bose SoundSport Headphones,1,100,4/1/2019,"540 2nd St, New York City, NY 10001",
183385,MacBook Pro M2,1,1700,4/29/2019,"263 South St, Austin, TX 73301",
183386,Anker Soundcore Life 2 Neo,1,150,4/8/2019,"274 Elm St, New York City, NY 10001",
183387,HP ProBook 450 Notebook,1,1000,4/16/2019,"604 Lincoln St, Los Angeles, CA 90001",
183388,iPhone 14 Pro Max,1,700,4/23/2019,"560 Wilson St, Austin, TX 73301",
183389,AA Batteries (4-pack),1,4,4/23/2019,"234 Washington St, Portland, OR 97035",
183390,Samsung USB Type-C to Type-Ce-C,1,12,4/12/2019,"491 11th St, San Francisco, CA 94016",
183391,Google Pixel 8 Pro,1,600,4/16/2019,"517 River St, Austin, TX 73301",
183392,27in 4K Gaming Monitor,1,390,4/9/2019,"264 North St, Seattle, WA 98101",
183393,AAA Batteries (4-pack),1,3,4/15/2019,"738 Chestnut St, San Francisco, CA 94016",
183394,AAA Batteries (4-pack),1,3,4/21/2019,"767 Meadow St, Boston, MA 02215",
183395,AA Batteries (4-pack),2,4,4/19/2019,"273 Main St, Boston, MA 02215",
183396,USB-C to Lightning Cable,1,15,4/29/2019,"730 River St, Dallas, TX 75001",
183397,AA Batteries (4-pack),1,4,4/18/2019,"115 Dogwood St, Boston, MA 02215",
183398,USB-C to Lightning Cable,1,15,4/27/2019,"108 Cherry St, Boston, MA 02215",
183399,AA Batteries (4-pack),1,4,4/12/2019,"657 Meadow St, New York City, NY 10001",
183400,27in 4K Gaming Monitor,1,390,4/13/2019,"274 4th St, New York City, NY 10001",
183401,AAA Batteries (4-pack),1,3,4/26/2019,"389 8th St, Dallas, TX 75001",
183402,AAA Batteries (4-pack),1,3,4/9/2019,"287 13th St, Portland, OR 97035",
183403,27in FHD Monitor,1,150,4/8/2019,"749 River St, San Francisco, CA 94016",
183404,MacBook Pro M2,1,1700,4/28/2019,"962 Maple St, Seattle, WA 98101",
183405,Samsung USB Type-C to Type-Ce-C,1,12,4/26/2019,"852 Adams St, San Francisco, CA 94016",
183406,27in 4K Gaming Monitor,1,390,4/24/2019,"787 Forest St, Seattle, WA 98101",
183407,Wired Headphones,1,12,4/10/2019,"367 Lincoln St, Boston, MA 02215",
183408,AA Batteries (4-pack),1,4,4/12/2019,"159 11th St, New York City, NY 10001",
183409,iPhone 14 Pro Max,1,700,4/8/2019,"198 Wilson St, Austin, TX 73301",
183410,Samsung USB Type-C to Type-Ce-C,1,12,4/10/2019,"272 6th St, Atlanta, GA 30301",
183411,Anker Soundcore Life 2 Neo,1,150,4/3/2019,"806 Hickory St, Los Angeles, CA 90001",
183412,20in Monitor,1,110,4/28/2019,"883 Jefferson St, Boston, MA 02215",
183413,AA Batteries (4-pack),1,4,4/30/2019,"926 Maple St, Boston, MA 02215",
183414,AA Batteries (4-pack),1,4,4/2/2019,"238 4th St, San Francisco, CA 94016",
183415,Bose SoundSport Headphones,1,100,4/8/2019,"504 Willow St, Seattle, WA 98101",
183416,27in 4K Gaming Monitor,1,390,4/14/2019,"260 West St, Los Angeles, CA 90001",
183417,AAA Batteries (4-pack),1,3,4/22/2019,"118 Wilson St, Los Angeles, CA 90001",
183418,20in Monitor,1,110,4/2/2019,"324 Cedar St, San Francisco, CA 94016",
183419,AAA Batteries (4-pack),1,3,4/23/2019,"184 5th St, San Francisco, CA 94016",
183420,LG Washing Machine,1,600,4/27/2019,"835 South St, Boston, MA 02215",
183421,AA Batteries (4-pack),1,4,4/28/2019,"985 West St, Los Angeles, CA 90001",
183422,Google Pixel 8 Pro,1,600,4/26/2019,"60 Lake St, Atlanta, GA 30301",
183422,Wired Headphones,1,12,4/26/2019,"60 Lake St, Atlanta, GA 30301",
183423,AAA Batteries (4-pack),1,3,4/26/2019,"472 12th St, San Francisco, CA 94016",
183424,Wired Headphones,1,12,4/25/2019,"214 Pine St, San Francisco, CA 94016",
183425,AAA Batteries (4-pack),1,3,4/16/2019,"428 Main St, Seattle, WA 98101",
183426,Bose SoundSport Headphones,1,100,4/20/2019,"799 Elm St, Portland, OR 97035",
183427,Flatscreen TV,1,300,4/18/2019,"946 13th St, New York City, NY 10001",
183428,Wired Headphones,1,12,4/11/2019,"65 13th St, Portland, OR 97035",
183429,20in Monitor,1,110,4/21/2019,"106 Sunset St, Los Angeles, CA 90001",
183430,USB-C to Lightning Cable,1,15,4/15/2019,"670 West St, Los Angeles, CA 90001",
183431,AAA Batteries (4-pack),1,3,4/27/2019,"630 North St, Seattle, WA 98101",
183432,Flatscreen TV,1,300,4/24/2019,"535 Pine St, Boston, MA 02215",
183433,Bose SoundSport Headphones,1,100,4/3/2019,"331 12th St, Dallas, TX 75001",
183434,MacBook Pro M2,1,1700,4/26/2019,"419 6th St, Atlanta, GA 30301",
183435,HP ProBook 450 Notebook,1,1000,4/24/2019,"474 2nd St, Dallas, TX 75001",
183436,iPhone 14 Pro Max,1,700,4/3/2019,"491 14th St, San Francisco, CA 94016",
183436,USB-C to Lightning Cable,1,15,4/3/2019,"491 14th St, San Francisco, CA 94016",
183436,Wired Headphones,2,12,4/3/2019,"491 14th St, San Francisco, CA 94016",
183437,Google Pixel 8 Pro,1,600,4/12/2019,"694 Walnut St, San Francisco, CA 94016",
183438,USB-C to Lightning Cable,1,15,4/9/2019,"940 Main St, Portland, ME 04101",
183439,Flatscreen TV,1,300,4/24/2019,"728 Sunset St, New York City, NY 10001",
183440,Samsung USB Type-C to Type-Ce-C,1,12,4/23/2019,"914 Jefferson St, New York City, NY 10001",
183441,AAA Batteries (4-pack),1,3,4/11/2019,"351 2nd St, San Francisco, CA 94016",
183442,Wired Headphones,1,12,4/12/2019,"140 Walnut St, Atlanta, GA 30301",
183443,AA Batteries (4-pack),3,4,4/17/2019,"372 2nd St, Austin, TX 73301",
183444,Samsung USB Type-C to Type-Ce-C,1,12,4/5/2019,"960 Church St, San Francisco, CA 94016",
183445,Anker Soundcore Life 2 Neo,1,150,4/2/2019,"586 Jefferson St, New York City, NY 10001",
183446,24-inch Monitor,1,380,4/24/2019,"234 Wilson St, Austin, TX 73301",
183447,AA Batteries (4-pack),2,4,4/5/2019,"65 Park St, Austin, TX 73301",
183448,24-inch Monitor,1,380,4/19/2019,"283 12th St, Portland, OR 97035",
183449,Anker Soundcore Life 2 Neo,1,150,4/15/2019,"767 Johnson St, Dallas, TX 75001",
183450,iPhone 14 Pro Max,1,700,4/2/2019,"142 10th St, San Francisco, CA 94016",
183451,Wired Headphones,1,12,4/2/2019,"56 4th St, San Francisco, CA 94016",
183452,20in Monitor,1,110,4/3/2019,"12 Ridge St, Austin, TX 73301",
183452,Samsung USB Type-C to Type-Ce-C,1,12,4/3/2019,"12 Ridge St, Austin, TX 73301",
183453,Samsung USB Type-C to Type-Ce-C,1,12,4/27/2019,"584 Dogwood St, New York City, NY 10001",
183454,iPhone 14 Pro Max,1,700,4/7/2019,"604 Park St, Portland, ME 04101",
183454,Anker Soundcore Life 2 Neo,1,150,4/7/2019,"604 Park St, Portland, ME 04101",
183455,iPhone 14 Pro Max,1,700,4/19/2019,"975 Pine St, Boston, MA 02215",
183456,Samsung USB Type-C to Type-Ce-C,1,12,4/20/2019,"984 Dogwood St, Boston, MA 02215",
183457,Google Pixel 8 Pro,1,600,4/5/2019,"234 Jackson St, Seattle, WA 98101",
183458,AAA Batteries (4-pack),1,3,4/6/2019,"45 Jackson St, San Francisco, CA 94016",
183459,Anker Soundcore Life 2 Neo,1,150,4/13/2019,"143 Hill St, Boston, MA 02215",
183460,Wired Headphones,2,12,4/3/2019,"101 11th St, New York City, NY 10001",
183461,AA Batteries (4-pack),3,4,4/13/2019,"343 6th St, New York City, NY 10001",
183462,AA Batteries (4-pack),2,4,4/6/2019,"88 Park St, Boston, MA 02215",
183463,AA Batteries (4-pack),1,4,4/23/2019,"869 12th St, Dallas, TX 75001",
183464,Google Pixel 8 Pro,1,600,4/23/2019,"476 Jackson St, Seattle, WA 98101",
183465,Samsung USB Type-C to Type-Ce-C,1,12,4/30/2019,"622 8th St, Atlanta, GA 30301",
183466,27in FHD Monitor,1,150,4/18/2019,"132 2nd St, Portland, ME 04101",
183467,Anker Soundcore Life 2 Neo,1,150,4/13/2019,"130 North St, Atlanta, GA 30301",
183468,Google Pixel 8 Pro,1,600,4/4/2019,"179 Lincoln St, Los Angeles, CA 90001",
183468,Samsung USB Type-C to Type-Ce-C,1,12,4/4/2019,"179 Lincoln St, Los Angeles, CA 90001",
183469,USB-C to Lightning Cable,1,15,4/26/2019,"51 Hill St, Boston, MA 02215",
183470,Wired Headphones,1,12,4/16/2019,"3 Lincoln St, Seattle, WA 98101",
183471,20in Monitor,1,110,4/2/2019,"332 Cherry St, Seattle, WA 98101",
183472,Samsung USB Type-C to Type-Ce-C,1,12,4/3/2019,"563 Adams St, New York City, NY 10001",
183473,Google Pixel 8 Pro,1,600,4/10/2019,"373 Meadow St, Boston, MA 02215",
183474,Bose SoundSport Headphones,1,100,4/21/2019,"649 4th St, San Francisco, CA 94016",
183475,USB-C to Lightning Cable,1,15,4/13/2019,"6 Chestnut St, Los Angeles, CA 90001",
183476,AA Batteries (4-pack),1,4,4/7/2019,"166 Wilson St, New York City, NY 10001",
183477,AAA Batteries (4-pack),2,3,4/5/2019,"435 Cherry St, Atlanta, GA 30301",
183478,AAA Batteries (4-pack),1,3,4/27/2019,"577 2nd St, San Francisco, CA 94016",
183479,Galaxy S23 Ultra,1,400,4/17/2019,"117 4th St, Seattle, WA 98101",
183479,Samsung USB Type-C to Type-Ce-C,1,12,4/17/2019,"117 4th St, Seattle, WA 98101",
183480,AA Batteries (4-pack),1,4,4/23/2019,"407 7th St, Atlanta, GA 30301",
183481,USB-C to Lightning Cable,1,15,4/13/2019,"533 Madison St, San Francisco, CA 94016",
183482,AAA Batteries (4-pack),1,3,4/20/2019,"537 Lakeview St, San Francisco, CA 94016",
183483,AA Batteries (4-pack),2,4,4/9/2019,"813 Lakeview St, San Francisco, CA 94016",
183484,24-inch Monitor,1,380,4/9/2019,"204 Meadow St, Los Angeles, CA 90001",
183485,Bose SoundSport Headphones,2,100,4/11/2019,"35 12th St, New York City, NY 10001",
183486,Samsung USB Type-C to Type-Ce-C,1,12,4/14/2019,"978 10th St, San Francisco, CA 94016",
183487,Bose SoundSport Headphones,1,100,4/3/2019,"411 Pine St, San Francisco, CA 94016",
183488,Samsung USB Type-C to Type-Ce-C,1,12,4/2/2019,"891 6th St, San Francisco, CA 94016",
183489,Flatscreen TV,1,300,4/8/2019,"374 1st St, San Francisco, CA 94016",
183490,Wired Headphones,1,12,4/4/2019,"628 5th St, San Francisco, CA 94016",
183491,27in 4K Gaming Monitor,1,390,4/30/2019,"740 Church St, Austin, TX 73301",
183492,AAA Batteries (4-pack),3,3,4/16/2019,"646 Park St, Los Angeles, CA 90001",
183493,Google Pixel 8 Pro,1,600,4/17/2019,"955 Jackson St, Los Angeles, CA 90001",
183494,Samsung USB Type-C to Type-Ce-C,1,12,4/28/2019,"307 4th St, Seattle, WA 98101",
183495,27in 4K Gaming Monitor,1,390,4/18/2019,"561 Walnut St, San Francisco, CA 94016",
